OTUID,kingdom,phylum,class,order,family,genus,species,confidence
OTU_219,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,minor,1
OTU_218,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Kocuria,palustris,0.94
OTU_1462,Bacteria,,,,,,,1
OTU_1463,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Gallicola,,1
OTU_585,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Hydrocarboniphaga,effusa,0.91
OTU_584,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,,,0.92
OTU_587,Bacteria,Acidobacteria,Acidobacteria-5,,,,,1
OTU_586,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,1
OTU_581,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,,1
OTU_580,Bacteria,Tenericutes,Mollicutes,RF39,,,,1
OTU_583,Bacteria,,,,,,,0.93
OTU_582,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,,1
OTU_589,Bacteria,Gemmatimonadetes,Gemmatimonadetes,N1423WL,,,,1
OTU_588,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,,,0.99
OTU_3172,Bacteria,Planctomycetes,vadinHA49,PeHg47,,,,1
OTU_3358,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Beijerinckia,,0.94
OTU_3359,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,,0.96
OTU_3608,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,,0.92
OTU_3609,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,0.98
OTU_3520,Bacteria,,,,,,,0.99
OTU_3610,Bacteria,OD1,ABY1,,,,,0.95
OTU_3350,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,,0.81
OTU_3351,Bacteria,Bacteroidetes,,,,,,0.98
OTU_3352,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum,,0.82
OTU_3353,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,,0.83
OTU_3354,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,,1
OTU_3355,Bacteria,Firmicutes,Bacilli,Bacillales,,,,0.97
OTU_3356,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,,,,1
OTU_3357,Bacteria,Proteobacteria,Betaproteobacteria,,,,,1
OTU_2869,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,,0.99
OTU_2868,Bacteria,Proteobacteria,,,,,,0.81
OTU_2861,Bacteria,Chloroflexi,Chloroflexi,Chloroflexales,Chloroflexaceae,Chloronema,,0.84
OTU_2860,Bacteria,Acidobacteria,Acidobacteria-6,CCU21,,,,1
OTU_2863,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Vermamoeba,vermiformis,1
OTU_2862,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,,1
OTU_2865,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,,0.91
OTU_2864,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.82
OTU_2867,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,exedens,0.99
OTU_2866,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,,,1
OTU_361,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,1
OTU_360,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,,1
OTU_363,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola,,0.99
OTU_362,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,,1
OTU_365,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,5-7N15,,1
OTU_364,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,,1
OTU_367,Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Xenococcaceae,,,0.98
OTU_366,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,,,,1
OTU_369,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,,,1
OTU_368,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,,0.96
OTU_3679,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,,,0.96
OTU_691,Bacteria,,,,,,,0.98
OTU_690,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,,,,1
OTU_693,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,0.99
OTU_692,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,,0.87
OTU_695,Bacteria,Cyanobacteria,Chloroplast,,,,,0.88
OTU_694,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,0.93
OTU_697,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Williamsiaceae,Williamsia,,1
OTU_696,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,,,,0.85
OTU_699,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Kushneria,,0.87
OTU_698,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],ph2,,1
OTU_3349,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,,0.85
OTU_3526,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,EB1017,,,1
OTU_3612,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,,,1
OTU_3348,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,,1
OTU_3260,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,,0.87
OTU_3678,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,0.86
OTU_3261,Bacteria,Proteobacteria,,,,,,0.89
OTU_3599,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidocella,,0.93
OTU_3590,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,,0.97
OTU_3591,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,0.95
OTU_3940,Bacteria,TM7,,,,,,0.99
OTU_3525,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,,1
OTU_3615,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,,1
OTU_3614,Bacteria,,,,,,,0.88
OTU_2476,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,0.89
OTU_3617,Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Xenococcaceae,,,0.89
OTU_1604,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,,1
OTU_1605,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,,,,1
OTU_969,Bacteria,Cyanobacteria,,,,,,0.96
OTU_968,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,,,1
OTU_1600,Bacteria,Gemmatimonadetes,Gemm-1,,,,,1
OTU_1601,Bacteria,,,,,,,0.97
OTU_1602,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,,1
OTU_1603,Bacteria,Proteobacteria,,,,,,0.82
OTU_963,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,,,1
OTU_962,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,1
OTU_961,Bacteria,,,,,,,0.97
OTU_960,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,,1
OTU_967,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,,1
OTU_966,Bacteria,Bacteroidetes,,,,,,1
OTU_965,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Crenotrichaceae,Crenothrix,,1
OTU_964,Bacteria,Chloroflexi,Ellin6529,,,,,1
OTU_3345,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,,,0.92
OTU_3344,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,,0.88
OTU_2955,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,,0.98
OTU_2954,Bacteria,Firmicutes,Clostridia,Clostridiales,[Mogibacteriaceae],,,1
OTU_3483,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,,1
OTU_2957,Bacteria,OD1,ZB2,,,,,1
OTU_1737,Bacteria,,,,,,,0.98
OTU_2956,Bacteria,,,,,,,1
OTU_3715,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,0.93
OTU_1767,Bacteria,,,,,,,0.95
OTU_1688,Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Phormidiaceae,Phormidium,,1
OTU_3565,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,,0.97
OTU_1689,Bacteria,,,,,,,0.98
OTU_1118,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,0.85
OTU_1119,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,,1
OTU_2953,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,,1
OTU_1110,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,,,0.88
OTU_1111,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,,0.97
OTU_1112,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],Wautersiella,,0.99
OTU_1113,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,NB1-i,,,0.99
OTU_1114,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Actinoplanes,,1
OTU_1115,Bacteria,Chloroflexi,Ellin6529,,,,,1
OTU_1116,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,,,1
OTU_1117,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,,0.93
OTU_1680,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,0.99
OTU_1681,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Chitinophaga,,1
OTU_1275,Bacteria,FBP,,,,,,1
OTU_1274,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,,,1
OTU_1277,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,,1
OTU_1276,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,,1
OTU_1271,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,Ellin6075,,,1
OTU_1270,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,,1
OTU_1273,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,,1
OTU_1272,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,,0.96
OTU_1279,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,,,1
OTU_1278,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,,0.98
OTU_1073,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,1
OTU_1072,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,,0.8
OTU_1071,Bacteria,Tenericutes,Mollicutes,RF39,,,,0.96
OTU_1070,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Brevibacteriaceae,Brevibacterium,paucivorans,0.87
OTU_1077,Bacteria,,,,,,,0.92
OTU_1076,Bacteria,,,,,,,0.98
OTU_1075,Bacteria,Proteobacteria,Deltaproteobacteria,PB19,,,,0.98
OTU_1074,Bacteria,Proteobacteria,Betaproteobacteria,,,,,1
OTU_1079,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,mb2424,,,1
OTU_1078,Bacteria,Acidobacteria,iii1-8,32-20,,,,1
OTU_3672,Bacteria,Chloroflexi,Chloroflexi,[Roseiflexales],,,,0.94
OTU_3551,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,,0.99
OTU_1728,Bacteria,Verrucomicrobia,Opitutae,,,,,0.8
OTU_3671,Bacteria,Planctomycetes,Pla3,,,,,0.87
OTU_3402,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,,,1
OTU_3556,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],Chryseobacterium,,0.9
OTU_3670,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,,0.8
OTU_2556,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,,0.97
OTU_3403,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,,,0.97
OTU_1766,Archaea,[Parvarchaeota],[Parvarchaea],WCHD3-30,,,,1
OTU_2558,Bacteria,Acidobacteria,Solibacteres,Solibacterales,[Bryobacteraceae],Bryobacter,,0.96
OTU_1851,Bacteria,WPS-2,,,,,,0.97
OTU_1850,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,0.84
OTU_1853,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,,,0.97
OTU_1852,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,,0.82
OTU_1855,Bacteria,,,,,,,0.86
OTU_1854,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,C111,,,1
OTU_1857,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,,0.98
OTU_1856,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,1
OTU_1859,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,,0.96
OTU_1858,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,1
OTU_2771,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,0.8
OTU_3789,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.98
OTU_3676,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,,0.99
OTU_2256,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Dysgonomonas,,0.83
OTU_2257,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,,0.96
OTU_1299,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Flavisolibacter,,1
OTU_1298,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,0.94
OTU_2252,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,,,1
OTU_2253,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,,1
OTU_2250,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,,1
OTU_2251,Bacteria,,,,,,,1
OTU_1293,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,,0.99
OTU_1292,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,1
OTU_1291,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Candidatus Protochlamydia,,0.84
OTU_1290,Bacteria,Cyanobacteria,4C0d-2,MLE1-12,,,,1
OTU_1297,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Dialister,,1
OTU_1296,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Adlercreutzia,,0.84
OTU_1295,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,,,0.94
OTU_1294,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,,0.99
OTU_3307,Bacteria,,,,,,,0.99
OTU_3406,Bacteria,Gemmatimonadetes,Gemmatimonadetes,C114,,,,1
OTU_3387,Bacteria,,,,,,,0.99
OTU_8,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,,0.84
OTU_9,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Citrullus,lanatus,0.92
OTU_2,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],Cloacibacterium,,1
OTU_3,Bacteria,Firmicutes,Bacilli,Lactobacillales,,,,0.85
OTU_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Commensalibacter,intestini,1
OTU_6,Bacteria,,,,,,,0.89
OTU_7,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,,1
OTU_4,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,,,,1
OTU_5,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans,0.94
OTU_3035,Bacteria,OD1,ZB2,,,,,1
OTU_3034,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,,0.82
OTU_2038,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,,,0.99
OTU_2039,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,,1
OTU_3031,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,,0.91
OTU_3030,Bacteria,Proteobacteria,,,,,,0.82
OTU_3033,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,0.93
OTU_3032,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,,,,1
OTU_2032,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Akkermansia,,1
OTU_2033,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,0.88
OTU_2030,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Leadbetterella,,1
OTU_2031,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,,,0.88
OTU_2036,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,,,1
OTU_2037,Bacteria,Proteobacteria,,,,,,0.86
OTU_2034,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],,,1
OTU_2035,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,,0.86
OTU_3722,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Steroidobacter,,0.99
OTU_2744,Bacteria,,,,,,,0.96
OTU_2745,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,,0.88
OTU_2746,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,0.91
OTU_2747,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,,0.98
OTU_2740,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,,,0.91
OTU_2741,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,S24-7,,,1
OTU_2742,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,,,0.98
OTU_2743,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,,1
OTU_2748,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,,0.97
OTU_2749,Bacteria,Cyanobacteria,4C0d-2,MLE1-12,,,,0.93
OTU_3299,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,,0.91
OTU_3298,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,,1
OTU_3291,Bacteria,Cyanobacteria,Synechococcophycideae,Synechococcales,Synechococcaceae,,,1
OTU_3290,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,,0.89
OTU_3293,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,,,,0.81
OTU_3292,Bacteria,Elusimicrobia,Elusimicrobia,FAC88,,,,1
OTU_3295,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,,,,0.99
OTU_3294,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,,1
OTU_3297,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,,,0.92
OTU_3296,Bacteria,OD1,ABY1,,,,,1
OTU_3729,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.97
OTU_3728,Bacteria,OD1,ZB2,,,,,1
OTU_2770,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,,,1
OTU_3674,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,,0.97
OTU_3720,Bacteria,,,,,,,0.94
OTU_3723,Bacteria,Chloroflexi,Anaerolineae,H39,,,,1
OTU_3603,Bacteria,,,,,,,0.9
OTU_3725,Bacteria,Acidobacteria,,,,,,0.95
OTU_3724,Bacteria,GN04,GN15,,,,,0.99
OTU_3727,Bacteria,Acidobacteria,Acidobacteria-6,CCU21,,,,1
OTU_3726,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,,,0.89
OTU_2108,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,1
OTU_2109,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,,,,0.99
OTU_2106,Bacteria,FBP,,,,,,1
OTU_2107,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,,1
OTU_2104,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,,,1
OTU_2105,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,,1
OTU_2102,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,,0.95
OTU_2103,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,S24-7,,,1
OTU_2100,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],Cloacibacterium,,1
OTU_2101,Bacteria,Proteobacteria,Alphaproteobacteria,RF32,,,,0.98
OTU_202,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,,1
OTU_203,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,1
OTU_200,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,,1
OTU_201,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia,,1
OTU_206,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,0.98
OTU_207,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Dysgonomonas,,1
OTU_204,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,0.91
OTU_205,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,,,0.97
OTU_758,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,melaninogenica,1
OTU_759,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Buchnera,,1
OTU_208,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,,1
OTU_209,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,,,1
OTU_1473,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,,0.96
OTU_1472,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,,,0.83
OTU_1471,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,,1
OTU_1470,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,,1
OTU_592,Bacteria,,,,,,,0.96
OTU_593,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Spirochaeta,aurantia,1
OTU_590,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.99
OTU_591,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,1
OTU_596,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,,0.96
OTU_597,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,1
OTU_594,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,,0.91
OTU_595,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,nitroreducens,0.98
OTU_598,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,,,0.87
OTU_599,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,,0.93
OTU_3833,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,,,0.97
OTU_1677,Bacteria,,,,,,,0.96
OTU_116,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Finegoldia,,1
OTU_117,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Kaistobacter,,1
OTU_114,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,,,1
OTU_115,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,,1
OTU_112,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,adhaesivum,0.89
OTU_113,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,,0.99
OTU_110,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,,1
OTU_111,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes,faecalis,1
OTU_3343,Bacteria,Firmicutes,,,,,,0.83
OTU_3342,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,,1
OTU_3341,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum,,1
OTU_3340,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,,1
OTU_3347,Bacteria,,,,,,,0.9
OTU_3346,Bacteria,Proteobacteria,Alphaproteobacteria,BD7-3,,,,1
OTU_118,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,,1
